word,count,hamSpam
novemberthomaebc,1,ham
possible,26,ham
allowance,1,ham
possibly,3,ham
imposed,2,ham
poses,1,ham
zuelacarterenroncom,4,ham
marcieholtmanenroncom,1,ham
occurring,1,ham
desire,3,ham
annamehrerenroncom,1,ham
bobby,1,ham
gadd,7,ham
kimat,2,ham
avila,2,ham
baseload,2,ham
remind,1,ham
steps,4,ham
jeanettedollenroncom,21,ham
attorney,2,ham
right,13,ham
old,33,ham
creek,1,ham
crowd,1,ham
people,21,ham
midyear,6,ham
hectormcloughlinenroncom,5,ham
consultants,13,ham
ols,1,ham
multiplefuel,1,ham
capacityrequested,1,ham
dhawksimplotcom,1,ham
mayrdomaebc,1,ham
for,1597,ham
bottom,2,ham
fox,1,ham
creative,2,ham
gstageenroncom,1,ham
individuals,8,ham
rep,3,ham
needsuses,1,ham
rhone,1,ham
lorraines,1,ham
kentonerwinenroncom,1,ham
marketers,4,ham
carolyngilleyenroncom,12,ham
dollars,4,ham
citizens,2,ham
o,14,ham
coronado,1,ham
davedunganweyerhaeusercom,1,ham
griffinenron,3,ham
definition,4,ham
slightly,3,ham
match,5,ham
consulting,2,ham
statements,10,ham
enriqueperezenroncom,1,ham
facility,25,ham
maxwell,4,ham
thankful,1,ham
raises,1,ham
wrap,2,ham
reducing,2,ham
publics,1,ham
support,20,ham
knowing,1,ham
wwwdynegydirectcom,1,ham
avail,4,ham
subjecthourly,1,ham
joseph,3,ham
authorized,5,ham
resulted,2,ham
launching,2,ham
happy,7,ham
offer,6,ham
annekoehlerenroncom,1,ham
strike,4,ham
verde,1,ham
safeguard,1,ham
congratulations,1,ham
cmppanhandle,2,ham
inside,1,ham
cynthiameredith,4,ham
devices,1,ham
considered,5,ham
unanimous,1,ham
hallenron,2,ham
pricing,13,ham
falbaums,2,ham
proved,1,ham
disclosing,1,ham
leslielawnerenroncom,1,ham
sanderslayneepenergycom,1,ham
accounting,24,ham
negotiations,1,ham
serviceincrement,1,ham
protested,1,ham
lees,1,ham
dotted,1,ham
floor,4,ham
othercurtailmentpriority,1,ham
flood,1,ham
acton,43,ham
pasadena,2,ham
role,9,ham
ambitious,1,ham
sunset,2,ham
roll,10,ham
hereby,1,ham
models,2,ham
outage,4,ham
transported,4,ham
devon,11,ham
intent,1,ham
phoenixkd,1,ham
rolling,3,ham
affiliateflag,1,ham
tivoli,1,ham
immunocompromised,1,ham
melba,1,ham
reorganization,1,ham
schrab,2,ham
lowdown,1,ham
time,204,ham
push,1,ham
discretionwhich,1,ham
chain,1,ham
reviewers,3,ham
activated,1,ham
encourageing,1,ham
chair,1,ham
ose,1,ham
lauriallenenroncom,53,ham
burlington,26,ham
griffinnaenronenron,5,ham
veterans,1,ham
verbally,2,ham
recipient,4,ham
nomed,1,ham
saldana,5,ham
mallorypdxectect,5,ham
choice,4,ham
terrykowalkeenroncom,30,ham
bcaps,2,ham
minute,2,ham
leave,8,ham
pursue,1,ham
partythanks,3,ham
team,27,ham
kernmojave,1,ham
georgeweissmanenroncom,8,ham
trails,1,ham
prediction,2,ham
sign,23,ham
trisha,3,ham
bharpcoralenergycom,1,ham
jeopardy,1,ham
rocher,1,ham
herreras,1,ham
current,26,ham
kirklenartenroncom,2,ham
dhunsuckerenroncom,1,ham
arco,1,ham
marysolmonsonenroncom,7,ham
drafted,1,ham
fyiguadalupe,1,ham
subsided,1,ham
understanding,18,ham
address,13,ham
along,11,ham
neville,5,ham
revenues,15,ham
garyandersonenroncom,7,ham
injectionwithdrawal,1,ham
brilliant,1,ham
impacted,2,ham
studied,2,ham
reporterror,1,ham
accomplished,1,ham
throughput,24,ham
studies,2,ham
tasks,4,ham
love,3,ham
confidentiality,1,ham
actualization,1,ham
prasolutionscom,1,ham
prefer,2,ham
httpwwwlatimescom,1,ham
venkatesan,1,ham
morrishouectect,2,ham
working,22,ham
comply,1,ham
opposed,1,ham
wondering,5,ham
scope,7,ham
jacobsen,2,ham
loving,2,ham
pavlou,8,ham
afford,1,ham
apparent,2,ham
cccammarano,1,ham
validity,3,ham
approving,1,ham
frankoldenhuisenroncom,1,ham
thompson,9,ham
appendix,2,ham
behalf,2,ham
mrtexacocom,1,ham
valued,2,ham
originally,8,ham
descriptor,1,ham
printing,4,ham
values,4,ham
gaspulp,1,ham
following,79,ham
logon,2,ham
incremental,13,ham
allowed,2,ham
monitoring,5,ham
winter,6,ham
johnpostlethwaiteenroncom,60,ham
divided,3,ham
tohyde,2,ham
atmospherescenery,1,ham
eog,2,ham
beldenhouect,6,ham
custer,1,ham
stuart,3,ham
spot,18,ham
applications,7,ham
jamesscribnerenroncom,8,ham
morrispdxectect,2,ham
date,4261,ham
such,18,ham
revealed,4,ham
fritolayneedles,2,ham
stress,1,ham
natural,23,ham
conscious,1,ham
ss,1,ham
sr,4,ham
sp,197,ham
st,38,ham
sj,8,ham
si,3,ham
abelhouectect,1,ham
so,143,ham
sn,3,ham
sc,4,ham
definitions,1,ham
jamesmckayenroncom,14,ham
pulled,1,ham
douglas,1,ham
annmurphyenroncom,1,ham
yeary,2,ham
torchrally,6,ham
beaumont,3,ham
years,15,ham
course,16,ham
ttc,3,ham
kallenenroncom,1,ham
twxls,2,ham
overhaul,1,ham
thumb,1,ham
torc,1,ham
fredboasenroncom,15,ham
jim,14,ham
methodology,4,ham
decreased,1,ham
edwarddgottlobenroncom,4,ham
decades,1,ham
abusive,1,ham
matches,227,ham
hollyheathenroncom,1,ham
records,10,ham
sorted,1,ham
maintaining,2,ham
matched,2,ham
dporterenroncom,2,ham
assistants,1,ham
quarter,3,ham
retrieve,1,ham
primarily,1,ham
dealref,1,ham
receipt,36,ham
phaleyclecoenergycom,1,ham
entering,1,ham
prudently,1,ham
raetta,1,ham
governmentissued,1,ham
klatt,7,ham
rounding,3,ham
squared,1,ham
chipui,1,ham
investigation,3,ham
internet,2,ham
netdde,1,ham
formula,2,ham
robertandersonenroncom,1,ham
complicates,1,ham
gored,1,ham
sheffield,4,ham
lrmc,4,ham
million,13,ham
possibility,5,ham
quite,5,ham
lucrative,2,ham
johngrassenroncom,2,ham
unnamed,2,ham
remainder,5,ham
training,14,ham
ectstsw,89,ham
torreymoorerenroncom,7,ham
routed,1,ham
initiate,2,ham
gordon,5,ham
villanuevahouectect,1,ham
dailytotal,4,ham
henry,1,ham
socalgassdge,1,ham
beatyhouectect,4,ham
one,94,ham
submit,7,ham
vote,3,ham
tamara,1,ham
open,30,ham
city,3,ham
structured,2,ham
indicate,2,ham
mmcfd,18,ham
draft,20,ham
pmas,3,ham
typing,1,ham
benevides,1,ham
structures,1,ham
cite,1,ham
williams,1496,ham
westdesksupportenroncom,12,ham
tdickerswesterngascom,10,ham
nahoulnmaienron,1,ham
kenpowersenroncom,1,ham
surges,1,ham
representing,1,ham
truepricing,1,ham
lindarobertsenroncom,5,ham
geaccone,10,ham
cridingprmllpcom,1,ham
preprc,1,ham
ecthouscada,1,ham
bethcpandaenergycom,5,ham
future,10,ham
calisos,2,ham
allisonfirstconfcom,2,ham
san,87,ham
sam,4,ham
wehring,1,ham
turned,4,ham
locations,5,ham
say,5,ham
allen,56,ham
brendaherodenroncom,9,ham
sap,5,ham
saw,2,ham
sat,184,ham
forjan,1,ham
gillaspie,1,ham
aside,5,ham
instructed,1,ham
note,30,ham
intends,1,ham
jefferson,10,ham
take,43,ham
wanting,7,ham
murphy,1,ham
paged,6,ham
knew,4,ham
neubauer,3,ham
sellercomments,1,ham
printed,2,ham
pager,4,ham
winters,3,ham
average,53,ham
heatherduntonenroncom,60,ham
sale,56,ham
federal,13,ham
sherlynschumackenroncom,42,ham
hildebrand,3,ham
salt,3,ham
liquidity,1,ham
laws,4,ham
lotus,3,ham
lateralpanhandle,2,ham
inconsistent,2,ham
williston,1,ham
farmerd,282,ham
slow,1,ham
reconciling,1,ham
imbal,3,ham
sylviacamposenroncom,2,ham
stephaniemillerenroncom,1,ham
going,41,ham
straigh,1,ham
caroline,2,ham
ramonabetancourtenroncom,9,ham
congressional,1,ham
assistant,3,ham
platts,2,ham
higherpriced,1,ham
mondy,1,ham
twseven,2,ham
murray,4,ham
awaiting,1,ham
settings,4,ham
saliva,1,ham
priest,1,ham
roger,3,ham
pverdengplv,23,ham
where,26,ham
espn,1,ham
corry,1,ham
sixyear,1,ham
interruptible,2,ham
subheadings,1,ham
representatives,1,ham
mops,7,ham
wests,1,ham
cshipmanutilicorpcom,1,ham
bureau,1,ham
affecting,1,ham
marvia,4,ham
screen,3,ham
dasovichnaenronenron,1,ham
bussellhouect,1,ham
juliemeyersenroncom,16,ham
spare,1,ham
coffeyhouectect,1,ham
spark,2,ham
quigleyhouectect,1,ham
undermine,1,ham
avoid,2,ham
many,4,ham
wilbeck,1,ham
matheson,1,ham
s,54,ham
tradingsc,4,ham
kpontondukeenergycom,4,ham
handouts,2,ham
hnetco,2,ham
bloomfieldgallup,1,ham
boas,18,ham
suzannecalcagnoenroncom,1,ham
west,76,ham
vacation,13,ham
nacom,1,ham
wants,8,ham
enable,3,ham
mehrerpdxectect,1,ham
coughing,1,ham
danielliskenroncom,1,ham
geothermal,1,ham
gisb,1,ham
former,5,ham
felling,1,ham
toddblandenroncom,2,ham
variances,1080,ham
situation,7,ham
enrons,4,ham
ive,9,ham
ctrc,1,ham
engaged,1,ham
astrand,1,ham
choatehouectect,2,ham
verified,8,ham
workout,3,ham
breakdown,5,ham
subjectpge,1,ham
lenarthouectect,6,ham
singapore,1,ham
allocation,55,ham
harris,86,ham
chrisordwayenroncom,1,ham
mothballed,1,ham
icsan,2,ham
renewable,5,ham
bbeattyuswestnet,1,ham
costa,1,ham
costs,28,ham
sonneborn,1,ham
jporterenroncom,1,ham
summer,6,ham
being,65,ham
rest,3,ham
schools,6,ham
steamer,1,ham
weekly,19,ham
generator,6,ham
emily,2,ham
pastoria,2,ham
aspects,3,ham
around,8,ham
grigsby,1,ham
sums,1,ham
dark,1,ham
dari,1,ham
structuring,2,ham
preference,1,ham
world,5,ham
schomerenronenronxgate,1,ham
meredithhomcoenroncom,1,ham
meaning,2,ham
stranger,3,ham
boashoueesees,12,ham
clay,6,ham
beverly,41,ham
inter,1,ham
grouping,1,ham
satisfactory,1,ham
jeffreygossettenroncom,9,ham
gilmore,2,ham
sjdavissidrichgascom,4,ham
bowersenroncom,1,ham
thinks,1,ham
daveperrinoenroncom,2,ham
memories,1,ham
noon,6,ham
ccdesai,1,ham
unpathed,1,ham
exit,5,ham
nicole,2,ham
onealwinfreeenroncom,6,ham
refer,2,ham
accessing,1,ham
power,103,ham
wheatley,1,ham
trdprod,1,ham
leadership,1,ham
dillehay,1,ham
httpwwwweathercom,1,ham
vickibergenroncom,1,ham
aca,3,ham
package,5,ham
industry,8,ham
jeffersonhouectect,2,ham
act,3,ham
bond,7,ham
berger,1,ham
poynter,2,ham
tomulligan,1,ham
parties,13,ham
accumulated,3,ham
hidalgo,4,ham
vaughan,1,ham
jennylathamenroncom,3,ham
her,39,ham
hes,5,ham
glean,1,ham
hey,6,ham
meals,2,ham
thunguyenenroncom,4,ham
pingheenroncom,1,ham
complete,26,ham
estoppel,1,ham
mktstathouraheadcaisocom,5,ham
survived,1,ham
technologies,1,ham
with,474,ham
buying,18,ham
maryjohnsonenroncom,3,ham
pull,2,ham
october,101,ham
evelynmetoyerenroncom,1,ham
stokley,4,ham
nahouscada,2,ham
russ,2,ham
politically,2,ham
pulp,1,ham
detailed,2,ham
gone,4,ham
ag,3,ham
migrate,1,ham
certain,6,ham
doug,4,ham
am,335,ham
al,16,ham
ao,1,ham
an,174,ham
as,309,ham
ar,1,ham
at,544,ham
formulation,1,ham
sitara,28,ham
az,1,ham
drafts,1,ham
carbgnunit,1,ham
collin,2,ham
tight,2,ham
recieving,1,ham
actoncorpenronenron,8,ham
flynnhouectect,1,ham
matthewsenronenronxgate,1,ham
terri,12,ham
enrolled,1,ham
hydraulics,1,ham
veety,1,ham
faxed,5,ham
edterryenroncom,1,ham
terry,98,ham
gillis,1,ham
mcvicker,1,ham
natalie,1,ham
cpl,26,ham
buenoits,1,ham
cpn,2,ham
tricks,2,ham
rs,1,ham
mass,2,ham
lisagangenroncom,3,ham
dyer,4,ham
traininghr,1,ham
original,158,ham
consider,7,ham
sce,18,ham
caused,8,ham
ernie,2,ham
ferreira,3,ham
rgycom,1,ham
causey,1,ham
russelldiamondenroncom,2,ham
donoho,97,ham
reasoning,1,ham
wilsonnaenronenron,4,ham
tx,4,ham
tv,4,ham
tw,202,ham
tu,1,ham
onpeak,4,ham
ts,2,ham
to,4953,ham
tail,3,ham
chewing,1,ham
tk,129,ham
th,139,ham
te,1,ham
midwest,1,ham
norm,1,ham
ta,1,ham
paying,6,ham
appointment,6,ham
returned,2,ham
checkin,1,ham
sabraezajacenroncom,42,ham
myself,4,ham
anyremainder,1,ham
ectstca,28,ham
existing,13,ham
donpowellenroncom,1,ham
condition,1,ham
gastule,2,ham
schockling,1,ham
dodgen,1,ham
acheivements,1,ham
misinformation,1,ham
joined,2,ham
topock,9,ham
adjust,10,ham
klussmann,2,ham
small,34,ham
enpower,74,ham
subjectfebruary,2,ham
maggie,1,ham
quicker,1,ham
penalties,1,ham
paso,32,ham
sync,1,ham
healed,1,ham
past,12,ham
enroncurrently,1,ham
pass,5,ham
recalculate,1,ham
situated,1,ham
richard,67,ham
gsf,3,ham
section,16,ham
toddperryenroncom,1,ham
vanessaschulteenroncom,3,ham
pgttteco,6,ham
method,8,ham
contrast,1,ham
full,19,ham
lobbyist,1,ham
hours,53,ham
november,57,ham
hass,22,ham
sender,9,ham
checkouts,2,ham
merris,1,ham
compliance,2,ham
experience,3,ham
prior,50,ham
skyrocket,1,ham
pick,6,ham
action,4,ham
andersongpgfinenronenron,1,ham
benasanteenroncom,4,ham
struggle,1,ham
via,14,ham
followed,2,ham
retroactive,3,ham
tobastida,1,ham
dannyconnerenroncom,9,ham
pathing,3,ham
select,14,ham
attendance,3,ham
petroleum,6,ham
sitter,1,ham
recouping,2,ham
poule,1,ham
more,67,ham
bevins,1,ham
fellow,1,ham
company,51,ham
billiiienroncom,10,ham
emission,5,ham
tested,1,ham
hundl,1,ham
licciardo,2,ham
shipper,18,ham
stargas,1,ham
keeping,2,ham
phillip,46,ham
gerrymedelesenroncom,1,ham
midstream,1,ham
sent,44,ham
morgan,15,ham
learn,2,ham
seagull,3,ham
impacts,1,ham
stated,8,ham
rodriguez,38,ham
suggestions,1,ham
accept,20,ham
asapill,1,ham
states,19,ham
sense,1,ham
ljohnsonenroncom,1,ham
information,96,ham
respective,1,ham
interconnect,12,ham
rickyacalpinecom,6,ham
partiespoints,1,ham
imminent,1,ham
deems,1,ham
earnings,1,ham
sentthursday,22,ham
plant,49,ham
plans,5,ham
rawsonpdxectect,1,ham
brett,2,ham
spraggins,5,ham
exedison,1,ham
mendel,3,ham
evaluations,1,ham
jessevillarrealenroncom,4,ham
acquisitions,1,ham
garciagpgfinenron,1,ham
johnmerkertenroncom,1,ham
register,4,ham
daves,1,ham
ctpy,8,ham
installed,5,ham
paper,7,ham
scott,12,ham
skerik,1,ham
westex,3,ham
smiling,1,ham
its,80,ham
features,2,ham
fcalgerenroncom,3,ham
rapidly,1,ham
termed,2,ham
pazhrcorpenronenron,1,ham
gerald,7,ham
wrt,1,ham
ruining,1,ham
bypass,3,ham
nicholiecorpenronenron,1,ham
arrange,1,ham
sauce,1,ham
entire,17,ham
villarreal,22,ham
propose,2,ham
anitaluongenroncom,10,ham
mbaldwinigservicecom,2,ham
comstock,3,ham
subjectfwd,3,ham
aryeh,1,ham
always,8,ham
alandersondukeenmergycom,2,ham
denny,3,ham
transmission,31,ham
cpuccdwr,2,ham
experiencing,1,ham
lannouhouectect,17,ham
found,262,ham
status,16,ham
reduce,8,ham
exorbitant,1,ham
measurement,10,ham
mumm,1,ham
operation,1065,ham
really,21,ham
ftp,1,ham
fts,2,ham
missed,2,ham
candlelight,5,ham
research,3,ham
fte,1,ham
indexation,1,ham
occurs,4,ham
risen,1,ham
pitfalls,1,ham
trevino,14,ham
rises,1,ham
director,13,ham
owners,3,ham
dcfprod,1,ham
w,66,ham
volumetrically,1,ham
subjectwt,1,ham
major,7,ham
number,303,ham
mcomber,3,ham
stage,1,ham
desktodesk,2,ham
guess,5,ham
elizabethbrownenroncom,22,ham
heads,1,ham
leverage,2,ham
nomd,2,ham
introduction,2,ham
noms,13,ham
calculations,6,ham
zeros,1,ham
angelawhiteenroncom,5,ham
buyerseller,7,ham
relationship,1,ham
immediate,1,ham
everyoneotsenron,4,ham
focusing,1,ham
interviewer,1,ham
murrayoneilenroncom,2,ham
determines,4,ham
twopart,1,ham
spindletop,1,ham
determined,12,ham
scsettlecontactscaisocom,1,ham
listen,1,ham
locoeddy,1,ham
ftes,6,ham
reakfast,1,ham
hakemackhouectect,5,ham
jowilliamsenroncom,5,ham
pointsmeter,1,ham
daleneunerenroncom,3,ham
doublechecked,1,ham
self,2,ham
also,100,ham
internal,2,ham
interconnection,3,ham
ancillary,984,ham
play,2,ham
gerardkrenekenroncom,3,ham
transtype,281,ham
prescheduled,1,ham
apriloct,1,ham
plan,23,ham
singled,1,ham
deviations,1,ham
omaha,6,ham
incase,1,ham
hourahead,2940,ham
cover,52,ham
jodiefloydenroncom,1,ham
vancetaylorenroncom,16,ham
ext,8,ham
debrascurlockenroncom,1,ham
hamic,1,ham
synthetically,1,ham
crystalhydeenroncom,1,ham
followsmar,1,ham
defended,1,ham
session,4,ham
dockets,1,ham
reput,1,ham
impact,14,ham
indicator,3,ham
writer,2,ham
failed,330,ham
equity,1,ham
dthday,1,ham
draftxls,1,ham
columns,3,ham
giants,1,ham
tricia,2,ham
nahoutrdts,5,ham
resent,1,ham
preparing,4,ham
closely,5,ham
reporters,2,ham
resend,1,ham
iiipdxectect,11,ham
tswgcaisocom,3,ham
ucom,1,ham
weaver,1,ham
river,2,ham
set,54,ham
seq,2,ham
sep,38,ham
startup,9,ham
tolokay,1,ham
abentonutilicorpcom,1,ham
see,72,ham
sec,2,ham
sen,1,ham
knees,1,ham
currently,92,ham
dewville,1,ham
csikoshouectect,1,ham
rita,67,ham
europe,5,ham
cabrera,8,ham
jasonwilliamsenroncom,2,ham
tombriggsenroncom,1,ham
matagascoaolcom,4,ham
periodically,1,ham
last,67,ham
thou,1,ham
pdt,167,ham
patti,10,ham
connection,5,ham
acquisition,2,ham
let,198,ham
epng,9,ham
whole,8,ham
blaze,3,ham
patty,4,ham
load,213,ham
fosterhouectect,2,ham
activitybilling,1,ham
loan,1,ham
community,4,ham
except,2,ham
rofr,10,ham
agents,1,ham
brantrevesenroncom,2,ham
johnandersonenroncom,2612,ham
devil,8,ham
monthly,13,ham
acceptance,7,ham
subjectavailable,1,ham
initiation,2,ham
twwho,1,ham
stevenmerrissenroncom,2,ham
firm,128,ham
guzmanpdxectect,1,ham
fire,6,ham
engulfed,1,ham
representative,5,ham
leisensteinenroncom,2,ham
inclement,2,ham
handling,10,ham
errol,3,ham
straight,4,ham
expanded,10,ham
ipass,2,ham
technical,2,ham
optimization,1,ham
mccarranenroncom,1,ham
pressed,1,ham
evaluating,1,ham
error,1150,ham
scheduled,45,ham
gregpoynterwilliamscom,3,ham
vol,3,ham
owen,2,ham
binding,2,ham
comport,1,ham
owes,2,ham
ragan,1,ham
chase,1,ham
funny,1,ham
bollinger,1,ham
shorted,1,ham
shorter,4,ham
read,10,ham
wwwtdhstatetxus,1,ham
caes,1,ham
comprehensive,7,ham
hansonhouectect,4,ham
stacy,3,ham
reverify,1,ham
viewing,3,ham
levels,3,ham
businesshour,1,ham
necessity,4,ham
cstonetxucom,4,ham
recent,16,ham
early,3,ham
stephanie,3,ham
phil,1,ham
