Word,Prob,SpamHam
ilene,0.280585906773,ham
caverealypgncom,0,ham
subjectwest,0,ham
aprt,0,ham
affairs,0.4033536489,ham
recdel,0,ham
escalator,0,ham
concrete,0.318812243633,ham
perezhouectect,0,ham
responsible,0.453191127888,ham
recommended,0.83526242136,ham
causing,0.766145778284,ham
eiben,0.01,ham
responsibly,0,ham
transactions,0.228321981389,ham
subjectcaps,0,ham
y,0.99,ham
socaltopock,0.01,ham
reasonbrinccom,0.01,ham
letter,0.768420441122,ham
organization,0.954021013284,ham
antitrust,0,ham
hplchplc,0,ham
jamesbruceenroncom,0,ham
camp,0.0482559040078,ham
memberships,0.237814187295,ham
wynnehouectect,0.01,ham
teco,0.01,ham
tech,0.496994730786,ham
contractsple,0,ham
rickyellisenroncom,0,ham
recoverable,0.26687221855,ham
came,0.62463666677,ham
effs,0,ham
saying,0.287252140257,ham
signatures,0,ham
allhoustonenroncom,0,ham
dfarmerenroncom,0.01,ham
teresa,0.189635121018,ham
nominated,0.369097133249,ham
tofrazier,0.01,ham
messageid,0.245667178629,ham
penaenron,0,ham
hallhouectect,0,ham
busy,0.86894425,ham
layout,0.412468380537,ham
louise,0.15768876232,ham
capex,0,ham
boasees,0,ham
than,0.817418941597,ham
communicationsenron,0,ham
bush,0.678053710136,ham
venturatos,0.01,ham
rick,0.0210006153564,ham
rich,0.81506230076,ham
lady,0.707441876246,ham
plata,0,ham
gigliotti,0,ham
bobbowenenroncom,0,ham
pocket,0.845207957963,ham
vaccinations,0,ham
tokuehl,0,ham
net,0.605379278314,ham
volatility,0.539183267988,ham
nicely,0.318812243633,ham
stevethomasenroncom,0,ham
northerns,0,ham
scottnealenroncom,0,ham
release,0.497932793779,ham
respond,0.490328839171,ham
conant,0.353181202319,ham
puchasesale,0,ham
mandatory,0.438214890995,ham
fair,0.71074240744,ham
clarified,0,ham
sensitivity,0.39868940229,ham
result,0.792145289899,ham
clem,0.01,ham
resigned,0.0723596625872,ham
best,0.889815769317,ham
clarifies,0,ham
pressures,0.189635121018,ham
r,0.930677621529,ham
melissa,0.0375379479163,ham
occupational,0,ham
lamar,0.134954092571,ham
extend,0.0450408516594,ham
nature,0.91208430131,ham
rolled,0.237814187295,ham
herrera,0.01,ham
tolee,0,ham
twepngbr,0,ham
affiliates,0.522001342782,ham
extent,0.642101996158,ham
butane,0.384248604898,ham
debt,0.891191052237,ham
gangpdxectect,0,ham
hplena,0.01,ham
country,0.969929023363,ham
readers,0.983238073244,ham
oenergyopsopm,0,ham
heating,0,ham
demanded,0.21446269791,ham
planned,0.591982374411,ham
installments,0,ham
login,0.747739253939,ham
argue,0.843316093901,ham
asked,0.568885198092,ham
basisna,0.01,ham
marypoormanenroncom,0.01,ham
bgoddardsemprasolutions,0,ham
miscommunication,0,ham
greaney,0,ham
reeveshouectect,0,ham
hadix,0.01,ham
canyon,0.252625541418,ham
blending,0,ham
camphouectect,0.01,ham
anitapattonenroncom,0,ham
billing,0.168613784267,ham
union,0.4033536489,ham
fri,0.402447099588,ham
remained,0.747739253939,ham
fro,0.969317268563,ham
much,0.767686780813,ham
wyman,0.163186929709,ham
zammit,0,ham
michele,0.0723596625872,ham
subjectdraft,0,ham
tonigrahamenroncom,0,ham
subjectconfirmation,0,ham
eastern,0.353181202319,ham
calger,0.01,ham
writting,0.353181202319,ham
dave,0.0723596625872,ham
child,0.935842940029,ham
clarissagarciaenroncom,0,ham
worked,0.69707234185,ham
spin,0.15398300195,ham
commerce,0.669760369139,ham
professionally,0,ham
employ,0.590679630086,ham
contemplates,0,ham
slam,0.438214890995,ham
suspense,0.609387225426,ham
newenergy,0,ham
negotiatedpriceflag,0,ham
anr,0,ham
played,0.57008997371,ham
expat,0,ham
miscalculated,0,ham
sentmonday,0.01,ham
damaged,0.412468380537,ham
eastrans,0,ham
credit,0.621496619481,ham
things,0.699830681042,ham
eldridge,0.0512358931577,ham
equistar,0.01,ham
damages,0,ham
nataliebakerenroncom,0,ham
elsavillarrealenroncom,0.01,ham
cavanaugh,0,ham
european,0.886368809363,ham
templates,0.163186929709,ham
acting,0.522001342782,ham
vaginasmyself,0,ham
amys,0,ham
ownership,0.933513826043,ham
mcfarden,0,ham
ranged,0.584039099523,ham
ancsvclink,0,ham
compatabile,0,ham
chantelle,0,ham
discrepencies,0,ham
corporate,0.937713227816,ham
capitol,0,ham
waltonhouectect,0,ham
waha,0,ham
distribute,0.840885223396,ham
salisburypdxectect,0,ham
financially,0.384248604898,ham
gtcs,0,ham
onepart,0.01,ham
succeeding,0,ham
previous,0.42563001702,ham
handshake,0.318812243633,ham
gabrielchavezenroncom,0,ham
ham,0.15398300195,ham
had,0.556791623624,ham
ideal,0.700609575483,ham
east,0.14999818743,ham
hat,0.912683101105,ham
hav,0.461799632531,ham
novemberthomaebc,0,ham
possible,0.647402415192,ham
possibly,0.688484535636,ham
scribner,0.01,ham
imposed,0.237814187295,ham
poses,0.384248604898,ham
zuelacarterenroncom,0,ham
marcieholtmanenroncom,0,ham
occurring,0.503488509589,ham
desire,0.785692317149,ham
annamehrerenroncom,0,ham
bobby,0.555172825948,ham
gadd,0.01,ham
kimat,0,ham
avila,0.259817426929,ham
remind,0.412468380537,ham
steps,0.603344302553,ham
introduce,0.903479382352,ham
jeanettedollenroncom,0.01,ham
attorney,0.890727324471,ham
right,0.806584414855,ham
old,0.4244579214,ham
creek,0.609387225426,ham
crowd,0.555172825948,ham
people,0.715480742261,ham
midyear,0.0253423991642,ham
hectormcloughlinenroncom,0,ham
consultants,0.0566065162399,ham
ols,0,ham
multiplefuel,0,ham
capacityrequested,0,ham
dhawksimplotcom,0,ham
mayrdomaebc,0,ham
for,0.536407660059,ham
bottom,0.919785595911,ham
fox,0.742675795822,ham
creative,0.946319980748,ham
gstageenroncom,0,ham
individuals,0.582345163728,ham
needsuses,0,ham
standalone,0.752607286647,ham
rhone,0,ham
lorraines,0,ham
kentonerwinenroncom,0,ham
marketers,0.134954092571,ham
carolyngilleyenroncom,0.01,ham
dollars,0.948059873818,ham
citizens,0.67395976962,ham
o,0.967370478967,ham
coronado,0,ham
davedunganweyerhaeusercom,0,ham
griffinenron,0,ham
slightly,0.2063576176,ham
match,0.853353057248,ham
consulting,0.812355361454,ham
onealwinfreeenroncom,0.01,ham
enriqueperezenroncom,0,ham
facility,0.172904850211,ham
maxwell,0.237814187295,ham
thankful,0.555172825948,ham
raises,0,ham
wrap,0.42563001702,ham
reducing,0.689741056136,ham
often,0.57366423467,ham
support,0.66325444136,ham
wwwdynegydirectcom,0,ham
avail,0.202242031756,ham
subjecthourly,0,ham
joseph,0.628264783126,ham
authorized,0.428191897991,ham
resulted,0.45026010148,ham
launching,0.512920770939,ham
happy,0.737404903325,ham
offer,0.944659279213,ham
annekoehlerenroncom,0,ham
strike,0.412468380537,ham
verde,0,ham
safeguard,0.438214890995,ham
congratulations,0.97393384129,ham
cmppanhandle,0,ham
johnmalowneyenroncom,0,ham
inside,0.920284380121,ham
cynthiameredith,0,ham
devices,0.9049112281,ham
joelhenenbergenroncom,0,ham
unanimous,0,ham
hallenron,0,ham
examples,0.97424800504,ham
falbaums,0,ham
proved,0.953181428681,ham
disclosing,0,ham
leslielawnerenroncom,0,ham
fillin,0,ham
sanderslayneepenergycom,0,ham
accounting,0.451240595389,ham
negotiations,0.938900661147,ham
boals,0,ham
protested,0.412468380537,ham
lees,0,ham
dotted,0,ham
floor,0.539183267988,ham
othercurtailmentpriority,0,ham
flood,0.280585906773,ham
acton,0.01,ham
pasadena,0.665451380545,ham
role,0.285043831768,ham
ambitious,0.353181202319,ham
cappiello,0,ham
roll,0.123120241359,ham
hereby,0.642101996158,ham
models,0.737404903325,ham
outage,0.104749668545,ham
transported,0.0888424262375,ham
devon,0.118736346664,ham
intent,0.969317268563,ham
phoenixkd,0,ham
rolling,0.222403905354,ham
affiliateflag,0,ham
tivoli,0,ham
immunocompromised,0,ham
xbcc,0.01,ham
reorganization,0,ham
schrab,0,ham
lowdown,0,ham
time,0.551511226243,ham
push,0.795926709682,ham
renegotiating,0,ham
chain,0.726187649442,ham
reviewers,0,ham
activated,0,ham
encourageing,0,ham
chair,0.742675795822,ham
ose,0.896463661301,ham
lauriallenenroncom,0.01,ham
burlington,0.0319473773116,ham
griffinnaenronenron,0,ham
veterans,0.522001342782,ham
eliminate,0.45026010148,ham
recipient,0.438214890995,ham
nomed,0,ham
saldana,0.0984538914751,ham
mallorypdxectect,0,ham
choice,0.844267771399,ham
terrykowalkeenroncom,0.01,ham
bcaps,0,ham
transoasis,0,ham
minute,0.842352713511,ham
leave,0.456091065575,ham
emorgancaisocom,0,ham
partythanks,0,ham
team,0.627464609224,ham
kernmojave,0,ham
georgeweissmanenroncom,0.01,ham
trails,0.280585906773,ham
prediction,0,ham
sign,0.25514286499,ham
trisha,0,ham
bharpcoralenergycom,0,ham
jeopardy,0,ham
rocher,0,ham
herreras,0,ham
current,0.782048858914,ham
kirklenartenroncom,0,ham
dhunsuckerenroncom,0,ham
marysolmonsonenroncom,0.01,ham
drafted,0,ham
fyiguadalupe,0,ham
understanding,0.387517294137,ham
address,0.888422855153,ham
along,0.568775338116,ham
neville,0,ham
todaydecember,0,ham
garyandersonenroncom,0.01,ham
brilliant,0.522001342782,ham
impacted,0,ham
studied,0.503488509589,ham
reporterror,0,ham
accomplished,0.59711146923,ham
throughput,0.01,ham
studies,0.69707234185,ham
tasks,0.456091065575,ham
love,0.923911691564,ham
confidentiality,0.940043667049,ham
actualization,0,ham
prasolutionscom,0,ham
prefer,0.839390155742,ham
httpwwwlatimescom,0,ham
venkatesan,0,ham
morrishouectect,0,ham
working,0.560030254158,ham
opposed,0.280585906773,ham
wondering,0.0723596625872,ham
scope,0.100261702428,ham
jacobsen,0,ham
loving,0.472864673444,ham
pavlou,0.01,ham
afford,0.841377413025,ham
apparent,0.189635121018,ham
cccammarano,0,ham
validity,0.0942072810919,ham
approving,0,ham
frankoldenhuisenroncom,0,ham
thompson,0.141391466764,ham
appendix,0.30022072696,ham
behalf,0.840389969832,ham
valued,0.845207957963,ham
originally,0.104749668545,ham
descriptor,0.384248604898,ham
printing,0.226314602037,ham
values,0.318812243633,ham
gaspulp,0,ham
following,0.26170596644,ham
logon,0,ham
incremental,0.0118583093108,ham
allowed,0.795926709682,ham
monitoring,0.372186787343,ham
winter,0.259817426929,ham
johnpostlethwaiteenroncom,0.01,ham
divided,0.115049476766,ham
tohyde,0,ham
atmospherescenery,0,ham
eog,0,ham
beldenhouect,0.01,ham
custer,0.384248604898,ham
spot,0.183903246701,ham
applications,0.640668907887,ham
jamesscribnerenroncom,0.01,ham
morrispdxectect,0,ham
date,0.156799428184,ham
such,0.90614878034,ham
revealed,0.493683723927,ham
fritolayneedles,0,ham
stress,0.845207957963,ham
natural,0.609387225426,ham
conscious,0.631823434969,ham
ss,0.795926709682,ham
sr,0.438214890995,ham
sp,0.451156122148,ham
st,0.843718214252,ham
sj,0.0191279866413,ham
si,0.983574534556,ham
abelhouectect,0,ham
so,0.48909783147,ham
sn,0.685940712546,ham
sc,0.248976933557,ham
definitions,0.936791916058,ham
jamesmckayenroncom,0.01,ham
pulled,0.620937031944,ham
douglas,0.57008997371,ham
annmurphyenroncom,0,ham
opens,0.252625541418,ham
yeary,0,ham
torchrally,0.01,ham
beaumont,0.172192751264,ham
years,0.826961042312,ham
unacceptably,0,ham
ttc,0,ham
kallenenroncom,0,ham
twxls,0,ham
overhaul,0,ham
thumb,0.318812243633,ham
torc,0,ham
fredboasenroncom,0.01,ham
jim,0.163186929709,ham
methodology,0.0552695687774,ham
decreased,0,ham
edwarddgottlobenroncom,0,ham
decades,0,ham
billwilliamsiiienroncom,0,ham
matches,0.01,ham
hollyheathenroncom,0,ham
records,0.503488509589,ham
sorted,0,ham
maintaining,0.530749534675,ham
matched,0.237814187295,ham
dporterenroncom,0,ham
quarter,0.86527141456,ham
retrieve,0.539183267988,ham
primarily,0.847054680833,ham
dealref,0,ham
receipt,0.408704636074,ham
phaleyclecoenergycom,0,ham
entering,0.802223338771,ham
prudently,0,ham
raetta,0,ham
governmentissued,0,ham
klatt,0.01,ham
rounding,0,ham
squared,0,ham
seriously,0.685940712546,ham
investigation,0.761800649067,ham
internet,0.987222564843,ham
netdde,0,ham
formula,0.874092784175,ham
robertandersonenroncom,0,ham
complicates,0,ham
sheffield,0.120111015132,ham
lrmc,0,ham
million,0.902690381534,ham
material,0.989315183997,ham
overheads,0,ham
quite,0.507304914425,ham
lucrative,0.700609575483,ham
johngrassenroncom,0,ham
unnamed,0,ham
remainder,0.123120241359,ham
training,0.406641196134,ham
gregwhitingenroncom,0,ham
torreymoorerenroncom,0.01,ham
routed,0,ham
initiate,0.353181202319,ham
gordon,0.24677061895,ham
villanuevahouectect,0,ham
dailytotal,0,ham
saving,0.884318072313,ham
beatyhouectect,0,ham
one,0.718051564041,ham
submit,0.587859829272,ham
vote,0.446302835744,ham
tamara,0.353181202319,ham
open,0.407946093201,ham
city,0.849449507118,ham
structured,0.530749534675,ham
indicate,0.747739253939,ham
mmcfd,0.01,ham
draft,0.0723596625872,ham
pmas,0,ham
typing,0,ham
infected,0.59711146923,ham
structures,0,ham
cite,0.438214890995,ham
williams,0.01,ham
chrisstokleyenroncom,0,ham
tdickerswesterngascom,0.01,ham
nahoulnmaienron,0,ham
kenpowersenroncom,0,ham
robertsnaenronenron,0,ham
representing,0.522001342782,ham
truepricing,0,ham
lindarobertsenroncom,0,ham
geaccone,0.01,ham
cridingprmllpcom,0,ham
preprc,0,ham
ecthouscada,0,ham
bethcpandaenergycom,0,ham
future,0.953027036417,ham
calisos,0,ham
rivas,0,ham
san,0.113642926178,ham
sam,0.270349423339,ham
suerichenroncom,0,ham
turned,0.609387225426,ham
afternoons,0,ham
say,0.889693078269,ham
allen,0.0323488567425,ham
brendaherodenroncom,0.01,ham
sap,0.146472791561,ham
saw,0.759566965632,ham
sat,0.542401478418,ham
forjan,0,ham
gillaspie,0,ham
aside,0.572954145007,ham
instructed,0.737404903325,ham
note,0.606187434134,ham
intends,0.867590645919,ham
richmondect,0,ham
take,0.679737085774,ham
wanting,0.19688742343,ham
motivational,0,ham
paged,0.01,ham
knew,0.753795079067,ham
neubauer,0,ham
sellercomments,0,ham
printed,0.752607286647,ham
pager,0,ham
winters,0.189635121018,ham
average,0.170845823538,ham
heatherduntonenroncom,0.01,ham
sale,0.30428955867,ham
managing,0.689741056136,ham
sherlynschumackenroncom,0.01,ham
hildebrand,0.15398300195,ham
salt,0.237814187295,ham
liquidity,0,ham
laws,0.637035468986,ham
lotus,0.115049476766,ham
lateralpanhandle,0,ham
inconsistent,0.21446269791,ham
williston,0,ham
trabulsi,0,ham
slow,0.795926709682,ham
reconciling,0,ham
imbal,0,ham
sylviacamposenroncom,0,ham
stephaniemillerenroncom,0,ham
going,0.605280495756,ham
straigh,0,ham
caroline,0.353181202319,ham
ramonabetancourtenroncom,0.01,ham
congressional,0.280585906773,ham
assistant,0.527869268398,ham
platts,0,ham
higherpriced,0,ham
mondy,0,ham
twseven,0,ham
murray,0.163186929709,ham
awaiting,0.757290993489,ham
settings,0.412468380537,ham
saliva,0,ham
priest,0.280585906773,ham
roger,0.728123272205,ham
pverdengplv,0.01,ham
where,0.7079545442,ham
espn,0,ham
eyeforenergys,0,ham
sixyear,0,ham
interruptible,0,ham
subheadings,0,ham
sites,0.822488504155,ham
mops,0.01,ham
wests,0,ham
cshipmanutilicorpcom,0,ham
bureau,0.555172825948,ham
affecting,0.384248604898,ham
marvia,0,ham
screen,0.446302835744,ham
dasovichnaenronenron,0,ham
bussellhouect,0,ham
juliemeyersenroncom,0.01,ham
spare,0.57008997371,ham
coffeyhouectect,0,ham
spark,0.539183267988,ham
quigleyhouectect,0,ham
undermine,0,ham
avoid,0.95283694633,ham
many,0.973113841081,ham
wilbeck,0,ham
matheson,0,ham
s,0.723563535106,ham
tradingsc,0,ham
allowance,0.318812243633,ham
handouts,0,ham
hnetco,0,ham
bloomfieldgallup,0,ham
boas,0.0415355909238,ham
suzannecalcagnoenroncom,0,ham
west,0.186251011635,ham
airlines,0.412468380537,ham
nacom,0,ham
demanding,0.407033268818,ham
wants,0.48863466911,ham
enable,0.876518278153,ham
mehrerpdxectect,0,ham
coughing,0,ham
danielliskenroncom,0,ham
geothermal,0,ham
gisb,0,ham
former,0.703380435578,ham
felling,0,ham
toddblandenroncom,0,ham
variances,0.01,ham
situation,0.672173175894,ham
enrons,0,ham
ive,0.57008997371,ham
ctrc,0,ham
engaged,0.782048858914,ham
starks,0,ham
twpxls,0,ham
astrand,0,ham
choatehouectect,0,ham
verified,0.380529374843,ham
downs,0.685940712546,ham
breakdown,0.22864219583,ham
subjectpge,0,ham
lenarthouectect,0.01,ham
singapore,0.280585906773,ham
allocation,0.01,ham
harris,0.0316203457028,ham
chrisordwayenroncom,0,ham
mothballed,0,ham
icsan,0,ham
presidents,0.438214890995,ham
renewable,0.54247248374,ham
costa,0.353181202319,ham
costs,0.33644145923,ham
sonneborn,0,ham
jporterenroncom,0,ham
summer,0.461799632531,ham
being,0.553265017311,ham
rest,0.784491441841,ham
schools,0.353181202319,ham
steamer,0,ham
weekly,0.205494711186,ham
generator,0.0494320710523,ham
pastoria,0,ham
aspects,0.560258915542,ham
around,0.804485544434,ham
grigsby,0,ham
sums,0.57008997371,ham
dark,0.857271485584,ham
dari,0,ham
structuring,0.69707234185,ham
preference,0.522001342782,ham
world,0.955582215893,ham
schomerenronenronxgate,0,ham
meredithhomcoenroncom,0,ham
sensational,0,ham
stranger,0.330667324304,ham
boashoueesees,0.01,ham
clay,0.293795966709,ham
beverly,0.0204989049726,ham
inter,0.707441876246,ham
grouping,0,ham
satisfactory,0.584039099523,ham
jeffreygossettenroncom,0.01,ham
gilmore,0,ham
sjdavissidrichgascom,0,ham
bowersenroncom,0,ham
thinks,0.678053710136,ham
daveperrinoenroncom,0,ham
memories,0,ham
noon,0.0942072810919,ham
ccdesai,0,ham
exit,0.24677061895,ham
forecasted,0.134954092571,ham
refer,0.39868940229,ham
accessing,0.642101996158,ham
power,0.257110627719,ham
wheatley,0,ham
trdprod,0,ham
leadership,0.707441876246,ham
dillehay,0,ham
httpwwwweathercom,0,ham
vickibergenroncom,0,ham
aca,0,ham
package,0.810971956548,ham
industry,0.882056474027,ham
jeffersonhouectect,0,ham
act,0.982749378469,ham
mean,0.63531459835,ham
berger,0.280585906773,ham
poynter,0,ham
tomulligan,0,ham
parties,0.463532084881,ham
accumulated,0.700609575483,ham
hidalgo,0.0723596625872,ham
vaughan,0.461799632531,ham
jennylathamenroncom,0,ham
her,0.75406756705,ham
hes,0.365976918559,ham
glean,0,ham
hey,0.676700534816,ham
meals,0.259817426929,ham
thunguyenenroncom,0,ham
pingheenroncom,0,ham
complete,0.626040445913,ham
estoppel,0,ham
mktstathouraheadcaisocom,0,ham
survived,0,ham
technologies,0.976810068815,ham
with,0.86531620702,ham
buying,0.285043831768,ham
maryjohnsonenroncom,0,ham
pull,0.770335223497,ham
october,0.0690247589079,ham
evelynmetoyerenroncom,0,ham
stokley,0,ham
nahouscada,0,ham
russ,0.30022072696,ham
politically,0,ham
pulp,0.318812243633,ham
detailed,0.626459534514,ham
gone,0.654170360393,ham
ag,0.57008997371,ham
migrate,0,ham
certain,0.922061368317,ham
forgot,0.176623360292,ham
am,0.256421301116,ham
al,0.849633448353,ham
ao,0.926246317335,ham
an,0.708892706173,ham
as,0.750440912212,ham
ar,0.891191052237,ham
at,0.497695160633,ham
formulation,0,ham
sitara,0.01,ham
az,0.384248604898,ham
drafts,0,ham
carbgnunit,0,ham
collin,0,ham
tight,0.493683723927,ham
actoncorpenronenron,0.01,ham
ccposton,0,ham
matthewsenronenronxgate,0,ham
terri,0.0610358072254,ham
enrolled,0.412468380537,ham
hydraulics,0,ham
veety,0,ham
faxed,0.0153611549062,ham
edterryenroncom,0,ham
terry,0.012575198416,ham
gillis,0,ham
mcvicker,0,ham
natalie,0.280585906773,ham
cpl,0.01,ham
buenoits,0,ham
cpn,0,ham
tricks,0.384248604898,ham
rs,0.99,ham
mass,0.609387225426,ham
lisagangenroncom,0,ham
dyer,0.290539142671,ham
traininghr,0,ham
original,0.148410557062,ham
consider,0.716678444576,ham
sce,0.01,ham
caused,0.237814187295,ham
ferreira,0.363879572669,ham
rgycom,0,ham
causey,0,ham
russelldiamondenroncom,0,ham
donoho,0.01,ham
reasoning,0,ham
wilsonnaenronenron,0,ham
tx,0.270349423339,ham
tv,0.734687644549,ham
tw,0.01,ham
tu,0.940599281667,ham
onpeak,0,ham
ts,0.700609575483,ham
to,0.493714001959,ham
tail,0.318812243633,ham
chewing,0,ham
tk,0.01,ham
th,0.563668629439,ham
te,0.979283382248,ham
midwest,0,ham
norm,0.461799632531,ham
ta,0.770335223497,ham
davidporterenroncom,0,ham
appointment,0.503488509589,ham
returned,0.841377413025,ham
checkin,0,ham
sabraezajacenroncom,0.01,ham
hughes,0.189635121018,ham
anyremainder,0,ham
ectstca,0.01,ham
existing,0.588150826369,ham
donpowellenroncom,0,ham
condition,0.85061901499,ham
gastule,0,ham
schockling,0,ham
dodgen,0,ham
acheivements,0,ham
misinformation,0,ham
joined,0.493683723927,ham
topock,0.01,ham
adjust,0.0587377792473,ham
klussmann,0,ham
small,0.629003059229,ham
enpower,0.01,ham
subjectfebruary,0,ham
maggie,0.353181202319,ham
quicker,0.713969298698,ham
penalties,0,ham
paso,0.0464861858892,ham
sync,0,ham
healed,0,ham
past,0.818123320738,ham
enroncurrently,0,ham
pass,0.61175315212,ham
recalculate,0,ham
situated,0.522001342782,ham
richard,0.166839610228,ham
clock,0.693450525579,ham
section,0.880961310041,ham
toddperryenroncom,0,ham
vanessaschulteenroncom,0,ham
pgttteco,0.01,ham
method,0.486072190076,ham
contrast,0,ham
full,0.816800989708,ham
lobbyist,0,ham
hours,0.484268013823,ham
november,0.120375808502,ham
hass,0.01,ham
sender,0.868496134203,ham
checkouts,0,ham
eim,0.252625541418,ham
compliance,0.934364817026,ham
provider,0.912484409561,ham
experience,0.909391691266,ham
prior,0.498830048445,ham
skyrocket,0.747739253939,ham
pick,0.799124355497,ham
action,0.933942062142,ham
